Account,ShareOfChargesLOC,ShareOfFXLOC
ABD130239,23.87,32.81
ABD134585,130.28,-22.76
ABD134585,130.28,-22.76
ABD133771,141.06,2.4
ABD133771,141.06,2.4
ABD130723,73.51,4.84
ABD134772,104.4,429.6
ABD130592,123.48,-18
ABD130350,72.9,53.46
ABD130350,72.9,53.46
ABD132132,179.88,1059.48
ABD132132,179.88,1059.48
ABD132880,98.48,7.19
ABD132880,98.48,7.19
ABD132516,235.23,206.06
ABD132516,235.23,206.06
ABD136103,37.02,95.84
ABD136103,37.02,95.84
ABD134574,23.58,56.4
ABD130206,128.1,15.86
ABD133155,104.05,153.34
ABD133155,104.05,153.34
ABD134310,297.12,81.07
ABD131812,103.87,185.69
ABD131812,103.87,185.69
ABD134408,0,74.42
ABD133386,72.6,174.24
ABD133386,72.6,174.24
ABD134387,703.85,1741.1
ABD135124,72.9,390.02
ABD135124,72.9,390.02
ABD132033,73.99,3.65
ABD132033,73.99,3.65
ABD135959,26.96,26.36
ABD135959,26.96,26.36
ABD130899,329.4,453.84
ABD130239,105.71,63.18
ABD135795,1079.65,828.63
ABD135795,1079.65,828.63
ABD135629,88.76,120.29
ABD135234,105.52,592.92
ABD135234,105.52,592.92
ABD131164,27.23,35.09
ABD133924,145.92,25.54
ABD131746,74.36,3.65
ABD131746,74.36,3.65
ABD131944,35.4,4.79
ABD131944,35.4,4.79
ABD132648,0,194.56
ABD134585,142.56,-24
ABD133913,23.97,30.5
ABD131065,48.7,2.4
ABD131065,48.7,2.4
ABD133232,26.96,22.76
ABD133232,26.96,22.76
ABD134419,181.5,173.03
ABD134563,0,72.6
ABD133133,209.27,338.8
ABD134617,16.47,9.76
ABD131801,25.7,86.27
ABD131801,25.7,86.27
ABD130273,74.85,9.76
ABD134068,674.33,137.3
ABD137566,106.14,252.54
ABD130536,95.29,39.93
ABD131856,60.32,120.29
ABD131856,60.32,120.29
ABD130822,27.23,85.91
ABD130822,27.23,85.91
ABD130646,71.74,2.44
ABD130558,64.07,64.13
ABD130558,64.07,64.13
ABD134794,72.6,96.8
ABD134794,72.6,96.8
ABD132505,98.48,44.33
ABD132505,98.48,44.33
ABD131735,92.6,2.44
ABD131472,80.82,-2.4
ABD134507,0,193.6
ABD130932,23.78,50.82
ABD130800,72.9,46.17
ABD133243,66.67,-7.19
ABD133243,66.67,-7.19
ABD131373,125.79,26.36
ABD131373,125.79,26.36
ABD136136,88.39,30.25
ABD136136,88.39,30.25
ABD134529,88.39,289.19
ABD130691,105.71,95.99
ABD130404,82.76,0
ABD130855,0,35.24
ABD136729,105.09,395.67
ABD131416,323.46,303.09
ABD131416,323.46,303.09
ABD134585,157.72,-19.36
ABD134585,157.72,-19.36
ABD132583,136.67,44.77
ABD133111,0,38.91
ABD130932,27.23,26.62
ABD130932,27.23,26.62
ABD131032,257.52,230.85
ABD131032,257.52,230.85
ABD134024,70.35,0
ABD135508,101.53,79.07
ABD135508,101.53,79.07
ABD135092,26.96,137.77
ABD135092,26.96,137.77
ABD134574,27.23,38.72
ABD135894,143.76,884.12
ABD135894,143.76,884.12
ABD130206,88.39,59.29
ABD132868,72.96,21.78
ABD132385,255.7,1492.02
ABD130338,0,111.78
ABD137270,125.02,92.34
ABD130075,329.4,129.32
ABD132967,74.36,6.08
ABD135553,26.96,50.32
ABD135553,26.96,50.32
ABD130493,83.02,99.43
ABD130493,83.02,99.43
ABD132527,76.19,23.96
ABD132527,76.19,23.96
ABD133913,26.96,37.14
ABD131603,72.78,-8.39
ABD131603,72.78,-8.39
ABD130691,88.39,88.33
ABD132220,0,181.04
ABD135597,72.6,56.87
ABD135597,72.6,56.87
ABD132495,26.96,7.19
ABD132495,26.96,7.19
ABD136125,91.5,9.76
ABD130822,23.97,51.24
ABD132077,145.2,90.75
ABD132077,145.2,90.75
ABD132747,65.06,453.2
ABD132747,65.06,453.2
ABD134024,104.18,2.42
ABD130932,27.34,55.89
ABD130932,27.34,55.89
ABD132550,16.34,6.05
ABD131230,179.7,97.04
ABD131230,179.7,97.04
ABD136192,73.93,0
ABD134794,63.97,23.96
ABD134794,63.97,23.96
ABD130691,88.76,239.36
ABD134178,83.54,3.65
ABD130459,157.42,20.37
ABD130459,157.42,20.37
ABD135201,82.48,132.98
ABD135201,82.48,132.98
ABD130921,0,35.09
ABD131263,95.68,-24.3
ABD135124,57.68,2.4
ABD135124,57.68,2.4
ABD134123,0,42.7
ABD130284,16.17,21.56
ABD130284,16.17,21.56
ABD131395,105.71,125.15
ABD134606,65.7,393.25
ABD136301,105.79,155.65
ABD135717,87.33,49.12
ABD135717,87.33,49.12
ABD130701,72.96,16.77
ABD130701,72.96,16.77
ABD137445,136.88,9.76
ABD131768,90.94,201.69
ABD130888,122.91,506.75
ABD130888,122.91,506.75
ABD130592,133.7,-9.58
ABD130592,133.7,-9.58
ABD133980,0,65.61
ABD134101,90.75,44.77
ABD134101,90.75,44.77
ABD131768,90.93,3.59
ABD131768,90.93,3.59
ABD135267,255.51,1479.87
ABD130460,41.19,213.84
ABD132583,83.63,-82.96
ABD130383,96.44,-10.98
ABD133265,64.33,15.8
ABD133265,64.33,15.8
ABD130767,377.37,230.02
ABD130767,377.37,230.02
ABD131889,85.9,16.77
ABD131889,85.9,16.77
ABD130822,88.39,64.13
ABD131845,72.78,47.92
ABD131845,72.78,47.92
ABD130855,54.68,149.45
ABD130075,88.39,85.91
ABD130075,88.39,85.91
ABD133584,115.19,3.59
ABD133584,115.19,3.59
ABD134596,104.05,126.99
ABD134596,104.05,126.99
ABD134123,127.05,4.84
ABD134123,127.05,4.84
ABD131087,200.84,503.01
ABD131087,200.84,503.01
ABD133407,27.23,32.67
ABD135959,27.23,18.15
ABD131373,88.39,100.43
ABD130965,87.33,70.68
ABD130965,87.33,70.68
ABD134123,26.96,37.14
ABD134123,26.96,37.14
ABD131120,160.67,148.84
ABD131032,174.6,568.62
ABD131032,174.6,568.62
ABD130239,104.05,126.99
ABD130239,104.05,126.99
ABD130415,88.76,193.19
ABD130877,72.6,9.68
ABD130932,27.23,10.89
ABD130602,179.7,43.13
ABD130602,179.7,43.13
ABD130844,105.71,86.27
ABD130844,105.71,86.27
ABD130262,96.23,6.08
ABD130909,130.28,-34.74
ABD130909,130.28,-34.74
ABD131944,170.54,179.97
ABD133661,23.78,7.26
ABD135872,23.87,64.4
ABD130558,72.6,33.88
ABD130558,72.6,33.88
ABD131845,90.58,25.52
ABD131845,90.58,25.52
ABD130284,87.66,46.8
ABD132406,90.75,8.47
ABD133528,27.34,63.18
ABD133528,27.34,63.18
ABD130668,26.96,37.14
ABD133320,394.75,-61.97
ABD133320,394.75,-61.97
ABD131944,26.96,38.34
ABD130459,162.27,-10.78
ABD130459,162.27,-10.78
ABD131779,90.93,4.79
ABD131779,90.93,4.79
ABD132967,105.27,83.49
ABD134453,522.33,216.27
ABD131043,23.97,39.04
ABD132341,121.7,444.08
ABD134211,72.6,52.03
ABD135751,0,38.72
ABD135058,58.87,-2.43
ABD135058,58.87,-2.43
ABD131713,25.7,46.17
ABD131713,25.7,46.17
ABD133407,23.78,245.63
ABD131537,23.87,51.03
ABD130965,88.39,110.11
ABD136949,51.73,-7.26
ABD130800,127.58,10.94
ABD136509,136.39,509.15
ABD136509,136.39,509.15
ABD130822,26.96,45.52
ABD130822,26.96,45.52
ABD130800,144.89,144.59
ABD131197,72.6,48.4
ABD131197,72.6,48.4
ABD132714,143.76,22.76
ABD132714,143.76,22.76
ABD132549,104.05,178.5
ABD132549,104.05,178.5
ABD130866,104.05,11.98
ABD130866,104.05,11.98
ABD136741,88.76,95.99
ABD136741,88.76,95.99
ABD136510,23.97,90.28
ABD137324,99.87,72.9
ABD137324,99.87,72.9
ABD134024,71.7,94.64
ABD134024,71.7,94.64
ABD131791,67.21,51.51
ABD131791,67.21,51.51
ABD133441,143.76,85.06
ABD133441,143.76,85.06
ABD136510,23.58,45.6
ABD131988,16.4,7.29
ABD131988,16.4,7.29
ABD132583,169.31,223.56
ABD131768,23.96,116.16
ABD134200,23.78,13.31
ABD132220,0,120.29
ABD132220,0,120.29
ABD134123,104.05,62.3
ABD134123,104.05,62.3
ABD133913,64.33,25.52
ABD137357,243.21,402.93
ABD134200,105.27,70.18
ABD131658,252.47,965.58
ABD132978,72.6,58.08
ABD133375,179.7,31.15
ABD133375,179.7,31.15
ABD132813,143.76,288.72
ABD132813,143.76,288.72
ABD130042,27.34,38.88
ABD130042,27.34,38.88
ABD131032,91.67,82.62
ABD131032,91.67,82.62
ABD132583,26.96,27.55
ABD132583,26.96,27.55
ABD134695,103.87,100.63
ABD134695,103.87,100.63
ABD133892,0,139.73
ABD130581,99.87,1.22
ABD130316,163.11,-193.19
ABD130316,163.11,-193.19
ABD136729,23.78,67.76
ABD132747,389.23,323.46
ABD132747,389.23,323.46
ABD131164,74.66,4.88
ABD136840,89.12,157.38
ABD133463,26.96,135.37
ABD133463,26.96,135.37
ABD131120,126.32,44.77
ABD131120,126.32,44.77
ABD133232,23.87,142.16
ABD136664,127.05,18.15
ABD136664,127.05,18.15
ABD134013,72.65,62.22
ABD134277,73.81,2.43
ABD134277,73.81,2.43
ABD133935,63.43,23.96
ABD133935,63.43,23.96
ABD134419,64.78,19.52
ABD131878,26.96,65.89
ABD131878,26.96,65.89
ABD132077,145.8,91.13
ABD132077,145.8,91.13
ABD130877,144,93.6
ABD130657,81.72,-13.2
ABD130459,161.91,-103.03
ABD130459,161.91,-103.03
ABD134529,23.87,38.88
ABD130558,72.9,48.6
ABD130558,72.9,48.6
ABD133463,182.25,32.81
ABD132637,73.32,-2.4
ABD132637,73.32,-2.4
ABD134266,63.43,17.97
ABD134266,63.43,17.97
ABD136224,13.43,494.89
ABD136224,13.43,494.89
ABD132187,103.87,101.83
ABD132187,103.87,101.83
ABD130602,23.97,142.74
ABD131108,72.9,54.68
ABD131108,72.9,54.68
ABD136543,23.97,37.82
ABD134529,181.98,244.8
ABD134860,127.59,25.16
ABD134860,127.59,25.16
ABD133111,87.33,524.72
ABD133111,87.33,524.72
ABD132109,255.7,1342.58
ABD131878,64.33,81.41
ABD135553,844.88,438.02
ABD130646,88.39,47.19
ABD132484,26.96,38.34
ABD132484,26.96,38.34
ABD132231,16.34,15.73
ABD136949,780.27,536.03
ABD136345,260.62,1510.25
ABD136345,260.62,1510.25
ABD132066,113.36,23.09
ABD132066,113.36,23.09
ABD133375,74.42,18.15
ABD130273,74.36,7.29
ABD130273,74.36,7.29
ABD135058,26.96,213.24
ABD135058,26.96,213.24
ABD132538,26.96,153.34
ABD132538,26.96,153.34
ABD130097,90.75,43.56
ABD130097,90.75,43.56
ABD131746,99.46,3.63
ABD131746,99.46,3.63
ABD132637,694,2213.9
ABD132637,694,2213.9
ABD130042,26.96,35.94
ABD130042,26.96,35.94
ABD133430,104.05,212.05
ABD133430,104.05,212.05
ABD131373,71.7,56.31
ABD131373,71.7,56.31
ABD130723,127.39,86.27
ABD130723,127.39,86.27
ABD135816,92.22,4.86
ABD135816,92.22,4.86
ABD134123,26.96,55.11
ABD134123,26.96,55.11
ABD137599,0,54.9
ABD136697,87.33,37.14
ABD136697,87.33,37.14
ABD131164,85.67,-3.63
ABD135641,26.96,74.28
ABD135641,26.96,74.28
ABD133913,72.9,110.57
ABD133913,72.9,110.57
ABD136752,291.6,194.4
ABD136752,291.6,194.4
ABD131108,64.33,42.53
ABD134222,49.57,34.02
ABD130822,72.9,61.97
ABD133111,26.96,182.1
ABD133111,26.96,182.1
ABD134541,72.6,53.24
ABD134541,72.6,53.24
ABD132934,88.39,47.19
ABD132934,88.39,47.19
ABD136235,16.17,20.37
ABD136235,16.17,20.37
ABD134002,88.76,165.24
ABD132747,105.09,76.23
ABD132747,105.09,76.23
ABD132033,38.48,156.09
ABD132033,38.48,156.09
ABD132220,88.76,57.11
ABD132220,88.76,57.11
ABD130262,143.76,289.92
ABD130262,143.76,289.92
ABD131801,0,46.17
ABD133892,88.76,149.45
ABD133892,88.76,149.45
ABD130316,143.76,22.76
ABD130316,143.76,22.76
ABD132385,181.5,202.07
ABD132385,181.5,202.07
ABD130800,73.2,29.28
ABD132527,58.04,35.94
ABD132527,58.04,35.94
ABD133913,27.23,50.82
ABD133913,27.23,50.82
ABD130503,0,78.08
ABD135773,26.96,37.14
ABD135773,26.96,37.14
ABD136004,70.79,2.42
ABD136004,70.79,2.42
ABD132626,106.14,417.24
ABD130822,27.23,35.09
ABD130822,27.23,35.09
ABD134585,146.03,-131.76
ABD132725,106.74,-9.58
ABD132725,106.74,-9.58
ABD134639,23.78,19.36
ABD130646,26.96,38.34
ABD130646,26.96,38.34
ABD134332,0,38.88
ABD130514,259.34,1494.45
ABD133418,89.85,45.52
ABD133418,89.85,45.52
ABD131845,94.22,7.29
ABD133980,23.58,54
ABD134585,144.71,-10.94
ABD133111,88.57,726.57
ABD133111,88.57,726.57
ABD130909,129.41,-62.92
ABD130909,129.41,-62.92
ABD134387,105.96,413.58
ABD133463,140.84,363
ABD136125,128.1,10.98
ABD130668,88.39,47.19
ABD130668,88.39,47.19
ABD133078,0,30.5
ABD133397,64.61,66.55
ABD132484,23.97,86.62
ABD132055,23.78,54.45
ABD135201,119.25,151.25
ABD135201,119.25,151.25
ABD131483,328.05,710.78
ABD135191,63.97,-8.39
ABD135191,63.97,-8.39
ABD132792,87.33,239.6
ABD132792,87.33,239.6
ABD130536,96.62,-3.66
ABD135201,81.28,-2.43
ABD130602,88.39,153.67
ABD130602,88.39,153.67
ABD134024,26.96,37.14
ABD134024,26.96,37.14
ABD135234,91.5,114.68
ABD132385,16.17,19.17
ABD132385,16.17,19.17
ABD133485,472.69,302.56
ABD130262,40.99,3.66
ABD130558,23.97,51.24
ABD136192,258.21,945.5
ABD135553,71.7,57.5
ABD135553,71.7,57.5
ABD131087,26.96,51.51
ABD131087,26.96,51.51
ABD130415,0,9.68
ABD131054,97.17,12.2
ABD132527,143.76,44.33
ABD132527,143.76,44.33
ABD132109,262.63,1513.71
ABD132109,262.63,1513.71
ABD130338,102.96,-7.2
ABD133881,95.76,43.78
ABD134727,104.05,62.3
ABD134727,104.05,62.3
ABD131977,82.58,1.21
ABD132374,0,31.46
ABD131779,125.79,7.19
ABD131779,125.79,7.19
ABD133034,39.71,7.19
ABD133034,39.71,7.19
ABD134464,91.5,23.18
ABD132978,105.27,62.92
ABD132978,105.27,62.92
ABD132187,64.33,8.39
ABD132187,64.33,8.39
ABD134804,23.78,33.88
ABD135344,72.06,-27.55
ABD135344,72.06,-27.55
ABD135739,113.03,20.37
ABD135739,113.03,20.37
ABD132495,0,50.82
ABD136949,783.49,538.25
ABD136949,783.49,538.25
ABD132880,92.22,2.43
ABD132880,92.22,2.43
ABD134277,16.4,6.08
ABD131339,40.99,-34.16
ABD134244,23.78,56.87
ABD130569,94.74,53.24
ABD131779,26.96,71.88
ABD131779,26.96,71.88
ABD136510,26.96,19.17
ABD136510,26.96,19.17
ABD136785,91.13,114.21
ABD136785,91.13,114.21
ABD136048,23.78,65.34
ABD130691,104.05,104.23
ABD130691,104.05,104.23
ABD132846,174.6,151.88
ABD136905,58.26,42.35
ABD136905,58.26,42.35
ABD131010,51.39,-3.65
ABD132550,26.78,294.71
ABD132550,26.78,294.71
ABD131812,105.27,128.26
ABD134123,71.88,115.01
ABD134123,71.88,115.01
ABD130877,34.4,57.34
ABD130877,145.2,181.5
ABD130426,114.29,-55.11
ABD130426,114.29,-55.11
ABD136729,26.96,94.64
ABD136729,26.96,94.64
ABD132484,25.7,54.68
ABD132484,25.7,54.68
ABD134024,571.18,-37.51
ABD134024,571.18,-37.51
ABD133232,88.57,31.59
ABD133232,88.57,31.59
ABD134091,741.44,1457.97
ABD134091,741.44,1457.97
ABD133946,72.9,153.09
ABD136015,252.29,1472.57
ABD133935,128.1,28.06
ABD133375,105.96,197.64
ABD130262,56.96,0
ABD130262,56.96,0
ABD131153,91.65,7.19
ABD131153,91.65,7.19
ABD131032,88.41,-56.31
ABD131032,88.41,-56.31
ABD132187,73.14,31.15
ABD132187,73.14,31.15
ABD131328,143.76,23.96
ABD131328,143.76,23.96
ABD133661,125.21,19.44
ABD134563,26.96,25.16
ABD133979,64.33,7.29
ABD133979,64.33,7.29
ABD134123,87.33,58.7
ABD134123,87.33,58.7
ABD133980,106.92,7.19
ABD133980,106.92,7.19
ABD130217,255.51,1490.81
ABD131845,90.93,8.39
ABD132758,143.76,179.7
ABD132758,143.76,179.7
ABD133991,88.76,59.54
ABD130822,49.24,4.79
ABD130822,49.24,4.79
ABD134507,88.76,193.19
ABD133881,0,34.02
ABD133881,0,34.02
ABD135795,26.96,37.14
ABD135795,26.96,37.14
ABD132220,105.71,188.33
ABD132484,87.33,94.64
ABD132484,87.33,94.64
ABD134190,89.12,156.16
ABD133441,48.64,26.62
ABD131856,359.4,890.11
ABD131856,359.4,890.11
ABD131845,87.33,158.14
ABD131845,87.33,158.14
ABD130239,167.04,36
ABD133870,630,1836
ABD135508,91.84,9.68
ABD135508,91.84,9.68
ABD130943,0,53.68
ABD131021,23.97,47.58
ABD134563,76.55,-2.4
ABD134563,76.55,-2.4
ABD130965,0,68.04
ABD130965,0,68.04
ABD131515,83.08,1016.26
ABD130668,104.05,209.65
ABD130668,104.05,209.65
ABD135773,23.58,50.4
ABD130525,89.84,31.46
ABD130525,89.84,31.46
ABD132330,23.97,58.56
ABD130657,76.77,10.89
ABD130657,76.77,10.89
ABD131988,96.38,-1.21
ABD131988,96.38,38.72
ABD132231,94.59,109.35
ABD130558,23.87,52.25
ABD134002,23.97,107.36
ABD136390,105.52,617.22
ABD136390,105.52,617.22
ABD133737,64.07,49.61
ABD133737,64.07,49.61
ABD131812,63.42,14.58
ABD131812,63.42,14.58
ABD132033,91.5,13.42
ABD130459,164.43,-16.77
ABD130459,164.43,-16.77
ABD131779,23.58,93.6
ABD131229,26.96,204.86
ABD131229,26.96,204.86
ABD130602,92.22,8.51
ABD130602,92.22,8.51
ABD132516,90.93,1.2
ABD132516,90.93,1.2
ABD131878,183,30.5
ABD132495,88.39,52.03
ABD131999,88.94,-22.99
ABD131878,88.76,105.71
ABD130581,26.96,53.91
ABD130581,26.96,53.91
ABD132561,105.52,48.6
ABD132561,105.52,48.6
ABD131812,23.78,6.05
ABD134893,23.87,64.4
ABD130646,183,68.32
ABD131856,141.78,3.59
ABD131856,141.78,3.59
ABD130536,141.78,13.18
ABD130536,141.78,13.18
ABD133573,64.6,25.62
ABD132495,0,38.88
ABD133375,23.78,50.82
ABD130965,94.95,52.25
ABD130965,94.95,52.25
ABD136103,103.69,132.98
ABD136103,103.69,132.98
ABD132572,105.71,155.52
ABD132572,105.71,155.52
ABD135201,67.25,40.1
ABD135201,67.25,40.1
ABD130613,94.14,-3.6
ABD132813,63.79,15.8
ABD131197,92.22,0
ABD131779,87.33,113.81
ABD131779,87.33,113.81
ABD136916,226.24,218.04
ABD136916,226.24,218.04
ABD132583,87.66,-13.31
ABD132583,87.66,-13.31
ABD130778,58.26,3.63
ABD133429,72.9,51.03
ABD133429,72.9,51.03
ABD132484,72.9,47.39
ABD132484,72.9,47.39
ABD133441,27.23,128.26
ABD133441,27.23,128.26
ABD136949,102.97,415.71
ABD136949,102.97,415.71
ABD131746,74.66,4.88
ABD131537,27.23,33.88
ABD131537,27.23,33.88
ABD132549,0,58.08
ABD133034,12.71,787.71
ABD133034,12.71,787.71
ABD132307,65.77,8.39
ABD132307,65.77,8.39
ABD134727,68.53,164.03
ABD134727,68.53,164.03
ABD135454,75.5,568.7
ABD136390,0,200.48
ABD136390,0,200.48
ABD135355,27.34,323.19
ABD135355,27.34,323.19
ABD131889,92.04,25.52
ABD131889,92.04,25.52
ABD131845,0,25.16
ABD131845,0,25.16
ABD134585,96.01,-26.62
ABD130921,71.7,57.5
ABD130921,71.7,57.5
ABD131636,105.27,89.54
ABD131636,105.27,89.54
ABD132626,71.7,306.69
ABD132626,71.7,306.69
ABD133232,72,141.6
ABD131735,90.93,8.39
ABD131735,90.93,8.39
ABD131021,105.27,170.61
ABD131021,105.27,170.61
ABD132626,780.27,536.03
ABD130844,64.6,23.18
ABD130558,26.96,27.55
ABD130558,26.96,27.55
ABD134299,127.58,27.95
ABD134299,127.58,27.95
ABD133902,72.6,53.24
ABD133902,72.6,53.24
ABD134639,71.7,13.18
ABD134639,71.7,13.18
ABD130932,26.96,26.36
ABD130932,26.96,26.36
ABD130569,88.76,23.09
ABD134332,0,89.91
ABD134332,0,89.91
ABD134080,71.88,71.88
ABD134080,71.88,71.88
ABD132505,23.97,52.46
ABD134486,53.44,96.06
ABD136949,780.27,536.03
ABD136949,780.27,536.03
ABD133012,90.75,67.76
ABD132484,125.21,12.15
ABD132484,125.21,12.15
ABD131801,63.54,27.6
ABD131791,93.62,1.2
ABD131791,93.62,1.2
ABD131537,0,91.05
ABD131537,0,91.05
ABD131043,105.27,294.03
ABD130558,71.7,82.66
ABD130558,71.7,82.66
ABD132220,49.21,4.86
ABD132220,49.21,4.86
ABD136949,180,54
ABD134804,181.5,226.27
ABD134804,181.5,226.27
ABD132505,23.87,27.95
ABD134772,143.76,53.91
ABD134772,143.76,53.91
ABD136257,157.06,-19.17
ABD136257,157.06,-19.17
ABD131625,137.29,-19.17
ABD131625,137.29,-19.17
ABD134167,27.23,53.24
ABD130558,23.87,81.41
ABD131043,104.05,101.83
ABD131043,104.05,101.83
ABD136961,91.5,10.98
ABD130800,23.87,3.65
ABD131944,86.58,12.1
ABD132561,124.69,13.31
ABD136718,64.07,48.4
ABD131263,26.96,55.11
ABD131263,26.96,55.11
ABD133111,46.3,26.84
ABD133661,48.16,4.79
ABD133661,48.16,4.79
ABD134178,619.1,2.43
ABD134178,619.1,2.43
ABD136345,263.36,1518.55
ABD130822,0,45.98
ABD130316,23.87,183.47
ABD134826,64.33,26.73
ABD130273,74.66,18.3
ABD130712,27.34,215.06
ABD130712,27.34,215.06
ABD130635,87.33,476.8
ABD130635,87.33,476.8
ABD130206,87.33,291.11
ABD130206,87.33,291.11
ABD132208,145.74,77.44
ABD131768,143.76,271.95
ABD131768,143.76,271.95
ABD134145,95.24,52.71
ABD134145,95.24,52.71
ABD135508,125.79,4.79
ABD135508,125.79,4.79
ABD132428,58.19,14.64
ABD131449,94.16,101.83
ABD131449,94.16,101.83
ABD130723,98.48,8.39
ABD130723,98.48,8.39
ABD131560,143.76,123.39
ABD131560,143.76,123.39
ABD130691,72.96,48.64
ABD136730,74.42,26.62
ABD133979,63.54,9.6
ABD131076,67.98,7.29
ABD131076,67.98,7.29
ABD130822,71.7,41.93
ABD130822,71.7,41.93
ABD131571,267.03,1538.23
ABD131571,267.03,1538.23
ABD130217,0,78.08
ABD131823,41.55,10.94
ABD131823,41.55,10.94
ABD132220,0,49.61
ABD136103,84.46,56.31
ABD136103,84.46,56.31
ABD130514,259.52,1522.4
ABD137391,258.95,1492.06
ABD136729,136.13,83.49
ABD134442,121.01,-21.87
ABD131647,25.7,128.79
ABD131647,25.7,128.79
ABD130712,0,58.56
ABD132505,72.9,66.83
ABD132505,72.9,66.83
ABD131571,127.05,13.31
ABD131571,127.05,13.31
ABD130316,64.6,98.82
ABD132187,76.77,3.63
ABD132187,76.77,3.63
ABD136950,23.87,23.09
ABD133034,71.7,51.51
ABD133034,71.7,51.51
ABD136059,69.44,210.2
ABD136059,69.44,210.2
ABD133265,58.26,45.98
ABD134860,37.92,2.4
ABD134860,37.92,2.4
ABD130217,72.6,47.19
ABD137357,122.79,36.6
ABD132561,95.68,-26.73
ABD132132,145.74,-11.98
ABD132132,145.74,-11.98
ABD133265,57.68,29.95
ABD133265,57.68,29.95
ABD132099,72.96,-59.9
ABD134398,203.06,161.73
ABD134398,203.06,161.73
ABD131263,26.96,38.34
ABD131263,26.96,38.34
ABD132538,27.23,30.25
ABD132637,13.61,0
ABD130866,0,44.96
ABD136653,90.93,2.4
ABD136653,90.93,2.4
ABD134617,258.21,982.1
ABD137159,64.07,2.42
ABD132747,104.05,126.99
ABD132747,104.05,126.99
ABD134585,135.22,-26.62
ABD130635,73.81,4.86
ABD130635,73.81,4.86
ABD132648,104.05,100.63
ABD132648,104.05,100.63
ABD130668,26.96,38.34
ABD130668,26.96,38.34
ABD130305,115.73,251.58
ABD130305,115.73,251.58
ABD132626,27.23,36.3
ABD132626,27.23,36.3
ABD135322,23.58,85.2
ABD132538,181.5,48.4
ABD133386,23.78,7.26
ABD132000,90.75,99.22
ABD136378,63.43,53.91
ABD136378,63.43,53.91
ABD134585,94.14,-15.6
ABD133232,82.08,1.2
ABD130822,72.9,125.15
ABD130822,72.9,125.15
ABD130800,105.27,65.34
ABD131955,72.6,72.6
ABD131955,72.6,72.6
ABD133023,132.44,-95.84
ABD133023,132.44,-95.84
ABD130767,43.92,35.09
ABD134123,72.9,72.9
ABD133429,26.96,14.38
ABD133429,26.96,14.38
ABD130558,152.03,190.48
ABD130558,152.03,190.48
ABD132484,23.78,95.59
ABD134639,23.97,70.76
ABD130152,26.96,161.73
ABD130152,26.96,161.73
ABD130712,23.87,302.54
ABD133913,26.96,37.14
ABD133913,26.96,37.14
ABD133320,259.52,1522.4
ABD136224,90.75,56.87
ABD136224,90.75,56.87
ABD136697,73.2,195.2
ABD131669,88.39,100.43
ABD134123,180,81.6
ABD135191,47.44,97.04
ABD135191,47.44,97.04
ABD135751,105.66,19.17
ABD135751,105.66,19.17
ABD130075,63.43,32.35
ABD130075,63.43,32.35
ABD131669,182.25,38.88
ABD131669,182.25,38.88
ABD130646,71.88,53.91
ABD130646,71.88,53.91
ABD134761,105.27,108.9
ABD135212,27.34,86.27
ABD135212,27.34,86.27
ABD134002,0,56.4
ABD131636,104.05,110.22
ABD131636,104.05,110.22
ABD134541,27.23,85.91
ABD134541,27.23,85.91
ABD132758,0,60.5
ABD134112,106.14,130.54
ABD132484,0,42.7
ABD134507,26.96,93.44
ABD134507,26.96,93.44
ABD135960,74.05,50.82
ABD134200,23.97,39.04
ABD132318,0,551.08
ABD132318,0,551.08
ABD130493,23.97,37.82
ABD137270,88.76,46.17
ABD137270,88.76,46.17
ABD133968,183.47,-7.19
ABD133968,183.47,-7.19
ABD131603,100.99,10.78
ABD131603,100.99,10.78
ABD134310,82.48,132.98
ABD134310,82.48,132.98
ABD131537,71.7,104.23
ABD131537,71.7,104.23
ABD130415,1071.63,821.34
ABD130415,1071.63,821.34
ABD133913,26.96,52.71
ABD133913,26.96,52.71
ABD132110,23.87,66.83
ABD131779,63.43,38.34
ABD131779,63.43,38.34
ABD133573,23.78,66.55
ABD133485,63.43,34.74
ABD133485,63.43,34.74
ABD130558,23.78,50.82
ABD135476,91.13,10.94
ABD130217,259.89,1219.86
ABD131373,127.05,26.62
ABD135827,0,58.32
ABD130943,49.39,7.29
ABD130943,49.39,7.29
ABD130921,25.7,37.67
ABD130921,25.7,37.67
ABD133474,23.78,37.51
ABD130217,88.39,482.79
ABD134727,92.9,-2.4
ABD134727,92.9,-2.4
ABD131560,162.27,-4.79
ABD131560,162.27,-4.79
ABD132978,411.49,244.42
ABD130668,23.87,26.73
ABD137313,106.14,71.98
ABD135322,179.7,38.34
ABD135322,179.7,38.34
ABD130866,135,198
ABD136729,26.96,94.64
ABD136729,26.96,94.64
ABD130965,105.71,154.31
ABD130965,105.71,154.31
ABD130932,104.05,47.92
ABD130932,104.05,47.92
ABD131306,540,75.6
ABD130415,87.33,56.31
ABD130415,87.33,56.31
ABD133870,104.05,98.24
ABD133870,104.05,98.24
ABD130680,65.06,8.51
ABD130965,64.33,24.3
ABD131735,88.76,149.45
ABD132253,106.14,6.1
ABD133957,26.96,212.05
ABD133957,26.96,212.05
ABD131559,26.96,55.11
ABD131559,26.96,55.11
ABD133661,104.05,166.52
ABD133661,104.05,166.52
